artist,sale_year,sale_location,sale_price_adj,low_est_adj,high_est_adj,performance
McDermott and McGough,2008,London,0.0,47172.98708796441,70760.07434638626,0.0
George Condo,2008,London,0.0,28303.554767002785,42456.51957938347,0.0
George Condo,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Donald Baechler,2008,London,0.0,16510.01113779186,21227.666075252087,0.0
Francis Ruyter,2008,London,40804.80600827671,35379.44345875348,47172.98708796441,1.1533478768346037
Rebecca Horn,2008,London,54956.5833917781,47172.98708796441,70760.07434638626,1.1650011324839245
Ana Mendieta,2008,London,241766.45696994467,82553.61797559718,106140.70523401903,2.928599168265705
Tom Sachs,2008,London,0.0,47172.98708796441,70760.07434638626,0.0
Vik Muniz,2008,London,0.0,28303.554767002785,42456.51957938347,0.0
Vik Muniz,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Tom Sachs,2008,London,14740.742107634358,11792.356200331626,16510.01113779186,1.25002517263849
Tom Sachs,2008,London,0.0,23585.899829542555,35379.44345875348,0.0
Terence Koh,2008,London,0.0,8255.00556889593,10613.239323186395,0.0
Andy Warhol,2008,London,0.0,58966.53071717534,82553.61797559718,0.0
Andy Warhol,2008,London,0.0,23585.899829542555,35379.44345875348,0.0
Andy Warhol,2008,London,69109.5482041588,58966.53071717534,82553.61797559718,1.1720131293447273
Andy Warhol,2008,London,100243.93341941357,82553.61797559718,106140.70523401903,1.2142887963662932
Andy Warhol,2008,London,71939.1912235315,35379.44345875348,47172.98708796441,2.0333613016571883
Keith Haring,2008,London,298374.7539328296,235869.68515533922,353803.9340185692,1.2649983134698966
Franz West,2008,London,29482.671644148013,23585.899829542555,35379.44345875348,1.2500125856855935
Franz West,2008,London,7370.371053817179,5895.584385726163,8255.00556889593,1.2501510552813255
Neo Rauch,2008,London,0.0,82553.61797559718,106140.70523401903,0.0
Neo Rauch,2008,London,0.0,188695.51063849553,283043.85967218294,0.0
Joseph Beuys,2008,London,37973.97556002471,23585.899829542555,35379.44345875348,1.6100286958888912
Georg Baselitz,2008,London,43635.63645652871,35379.44345875348,47172.98708796441,1.2333613018833085
Hernan Bas,2008,London,46465.27947590141,14151.777383501392,18869.432320961623,3.2833529092422435
Rainer Fetting,2008,London,0.0,58966.53071717534,82553.61797559718,0.0
Rosemarie Trockel,2008,London,35144.332540652016,28303.554767002785,35379.44345875348,1.2416932366816165
Jiri Georg Dokoupil,2008,London,0.0,18869.432320961623,28303.554767002785,0.0
Jiri Georg Dokoupil,2008,London,0.0,58966.53071717534,70760.07434638626,0.0
Bjarne Melgaard,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Michael Raedecker,2008,London,0.0,47172.98708796441,70760.07434638626,0.0
Tilo Baumgärtel,2008,London,0.0,47172.98708796441,70760.07434638626,0.0
Rafal Bujnowski,2008,London,20637.51392223982,18869.432320961623,28303.554767002785,1.0937008363721186
Rafal Bujnowski,2008,London,14740.742107634358,7075.888691750696,11792.356200331626,2.083235439244154
Rosemarie Trockel,2008,London,23585.899829542555,18869.432320961623,28303.554767002785,1.2499528028112423
Christoph Ruckhäberle,2008,London,43635.63645652871,35379.44345875348,47172.98708796441,1.2333613018833085
Christoph Ruckhäberle,2008,London,40804.80600827671,35379.44345875348,47172.98708796441,1.1533478768346037
Günther Förg,2008,London,57787.4138400301,47172.98708796441,70760.07434638626,1.2250106977542603
Torben Giehler,2008,London,0.0,14151.777383501392,18869.432320961623,0.0
Carsten Nicolai,2008,London,0.0,14151.777383501392,18869.432320961623,0.0
Christian Hellmich,2008,London,37973.97556002471,35379.44345875348,47172.98708796441,1.0733344517858985
Cathy de Monchaux,2008,London,0.0,7075.888691750696,11792.356200331626,0.0
Thomas Hirschhorn,2008,London,5895.584385726163,2358.233754290465,3537.3506314356973,2.499999989398846
Stefan Hirsig,2008,London,22112.300590330837,18869.432320961623,28303.554767002785,1.1718582839425542
Thomas Hirschhorn,2008,London,14740.742107634358,16510.01113779186,21227.666075252087,0.8928365932451758
Kiki Lamers,2008,London,0.0,9434.122446041161,14151.777383501392,0.0
Kiki Lamers,2008,London,0.0,9434.122446041161,14151.777383501392,0.0
Pia Fries,2008,London,23585.899829542555,18869.432320961623,28303.554767002785,1.2499528028112423
Robert Schaberl,2008,London,29482.671644148013,23585.899829542555,35379.44345875348,1.2500125856855935
Tomoko Takahashi,2008,London,11792.356200331626,9434.122446041161,14151.777383501392,1.24996853234403
Karel Appel,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Gloria Friedmann,2008,London,0.0,23585.899829542555,35379.44345875348,0.0
Wim Delvoye,2008,London,137039.97953117234,58966.53071717534,82553.61797559718,2.32402988341344
Maurizio Cannavacciuolo,2008,London,22112.300590330837,23585.899829542555,35379.44345875348,0.9375220254797665
Polly Apfelbaum,2008,London,0.0,9434.122446041161,14151.777383501392,0.0
Alighiero Boetti,2008,London,185156.97257818055,165108.42338007365,212282.5978969174,1.1214265679270743
Angela de la Cruz,2008,London,17689.12801493709,14151.777383501392,18869.432320961623,1.2499580457688713
Angelo Filomeno,2008,London,71939.1912235315,23585.899829542555,35379.44345875348,3.0500931367020825
Robert Combas,2008,London,137039.97953117234,23585.899829542555,35379.44345875348,5.810250211502222
Juan Uslé,2008,London,35144.332540652016,14151.777383501392,18869.432320961623,2.4833864724858215
Diango Hernández,2008,London,57787.4138400301,28303.554767002785,42456.51957938347,2.041701627068539
Chantal Joffe,2008,London,0.0,28303.554767002785,42456.51957938347,0.0
Loris Cecchini,2008,London,20637.51392223982,7075.888691750696,11792.356200331626,2.916596740298324
José Bedia,2008,London,0.0,28303.554767002785,42456.51957938347,0.0
Roberta Silva,2008,London,8549.487930962412,7075.888691750696,11792.356200331626,1.2082564171546568
Roberta Silva,2008,London,0.0,7075.888691750696,11792.356200331626,0.0
Lucio Fontana,2008,London,91752.62950353688,70760.07434638626,94347.16160480812,1.2966723161061233
Lucio Fontana,2008,London,0.0,117934.24886322996,165108.42338007365,0.0
Ernesto Neto,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Ernesto Neto,2008,London,63447.8873076548,23585.899829542555,35379.44345875348,2.6900770264987846
Huang Gang,2008,London,86092.15603591218,16510.01113779186,21227.666075252087,5.214542574517076
Huang Gang,2008,London,80430.49513940819,16510.01113779186,21227.666075252087,4.871619674839857
Liu Wei (don't use),2008,London,86092.15603591218,58966.53071717534,82553.61797559718,1.4600173178619056
Xiao Bo,2008,London,19163.914683028106,18869.432320961623,28303.554767002785,1.0156063175034304
Qiu Xiaofei,2008,London,16215.528775725374,9434.122446041161,14151.777383501392,1.718816864131515
Yan Pei-Ming,2008,London,86092.15603591218,23585.899829542555,35379.44345875348,3.650153550282435
Yan Pei-Ming,2008,London,86092.15603591218,70760.07434638626,94347.16160480812,1.2166770148135402
Ling Jian,2008,London,54956.5833917781,18869.432320961623,28303.554767002785,2.912466174279309
Jung-Yeon Min,2008,London,37973.97556002471,18869.432320961623,28303.554767002785,2.012459881886096
Mao Xuhui,2008,London,100243.93341941357,82553.61797559718,94347.16160480812,1.2142887963662932
Zeng Fanzhi,2008,London,148362.11389530104,82553.61797559718,94347.16160480812,1.7971606516529077
Ma Han,2008,London,37973.97556002471,18869.432320961623,28303.554767002785,2.012459881886096
Ma Han,2008,London,11792.356200331626,9434.122446041161,14151.777383501392,1.24996853234403
Shen Liang,2008,London,19163.914683028106,16510.01113779186,21227.666075252087,1.1607451086180034
Shen Liang,2008,London,19163.914683028106,16510.01113779186,21227.666075252087,1.1607451086180034
Zang Xiaotao,2008,London,63447.8873076548,23585.899829542555,35379.44345875348,2.6900770264987846
Qi Zhilong,2008,London,156853.41781117773,94347.16160480812,117934.24886322996,1.6625133721729157
Pan Dehai,2008,London,142700.45299879706,82553.61797559718,94347.16160480812,1.7285790311902922
Ma Liuming,2008,London,14151.777383501392,14151.777383501392,18869.432320961623,0.999999999293375
Ma Liuming,2008,London,57787.4138400301,47172.98708796441,70760.07434638626,1.2250106977542603
Lin Tianmiao,2008,London,0.0,18869.432320961623,28303.554767002785,0.0
Wang Qingsong,2008,London,49296.1099241534,28303.554767002785,42456.51957938347,1.74169323650496
Xiang Liqing,2008,London,43635.63645652871,16510.01113779186,18869.432320961623,2.6429804356833997
Bae Bien-U,2008,London,0.0,82553.61797559718,106140.70523401903,0.0
Xing Danwen,2008,London,0.0,16510.01113779186,21227.666075252087,0.0
Rong Rong,2008,London,29482.671644148013,28303.554767002785,42456.51957938347,1.041659674073989
Huang Yan,2008,London,74770.02167178348,35379.44345875348,47172.98708796441,2.113374726705893
Wang Qingsong,2008,London,14740.742107634358,11792.356200331626,16510.01113779186,1.25002517263849
Weng Fen (Weng Peijun),2008,London,16215.528775725374,9434.122446041161,14151.777383501392,1.718816864131515
Yang Fudong,2008,London,14740.742107634358,11792.356200331626,18869.432320961623,1.25002517263849
Cui Xiuwen,2008,London,46465.27947590141,23585.899829542555,35379.44345875348,1.9700448060921891
Sarah Jones,2008,London,0.0,4716.46750858093,7075.888691750696,0.0
Gregory Crewdson,2008,London,0.0,35379.44345875348,47172.98708796441,0.0
Gregory Crewdson,2008,London,0.0,82553.61797559718,106140.70523401903,0.0
Wim Delvoye,2008,London,0.0,7075.888691750696,11792.356200331626,0.0
Cindy Sherman,2008,London,29482.671644148013,35379.44345875348,47172.98708796441,0.8333277393180761
Philip-Lorca diCorcia,2008,London,14740.742107634358,11792.356200331626,16510.01113779186,1.25002517263849
Philip-Lorca diCorcia,2008,London,0.0,47172.98708796441,70760.07434638626,0.0
Cindy Sherman,2008,London,0.0,82553.61797559718,106140.70523401903,0.0
Jean-Marc Bustamante,2008,London,20637.51392223982,18869.432320961623,28303.554767002785,1.0937008363721186
Anri Sala,2008,London,8843.970293028895,7075.888691750696,9434.122446041161,1.2498741381899838
Stan Douglas,2008,London,5012.137299526715,3537.3506314356973,4716.46750858093,1.4169184249974294
Sam Taylor-Johnson,2008,London,0.0,7075.888691750696,9434.122446041161,0.0
Sam Taylor-Johnson,2008,London,57787.4138400301,47172.98708796441,70760.07434638626,1.2250106977542603
Sigmar Polke,2008,London,0.0,70760.07434638626,94347.16160480812,0.0
Sam Taylor-Johnson,2008,London,35144.332540652016,18869.432320961623,28303.554767002785,1.862500785621726
Craigie Horsfield,2008,London,23585.899829542555,11792.356200331626,16510.01113779186,2.00010069309798
Craigie Horsfield,2008,London,26534.285736845286,11792.356200331626,16510.01113779186,2.2501258665844768
Catherine Yass,2008,London,13267.142868422643,7075.888691750696,9434.122446041161,1.8749790206762473
Catherine Yass,2008,London,11792.356200331626,9434.122446041161,14151.777383501392,1.24996853234403
Elger Esser,2008,London,35144.332540652016,23585.899829542555,35379.44345875348,1.490056889062649
Wolfgang Tillmans,2008,London,0.0,23585.899829542555,35379.44345875348,0.0
Hellen van Meene,2008,London,294.48236206648306,4716.46750858093,7075.888691750696,0.062437059283530404
Hellen van Meene,2008,London,294.48236206648306,7075.888691750696,11792.356200331626,0.041617721035327064
Massimo Vitali,2008,London,32313.502092400016,23585.899829542555,35379.44345875348,1.3700347373741213
Ryan McGinley,2008,London,0.0,7075.888691750696,11792.356200331626,0.0
Ryan McGinley,2008,London,5306.619661593198,7075.888691750696,11792.356200331626,0.7499580455922447
Glen Luchford and Jenny Saville,2008,London,0.0,14151.777383501392,18869.432320961623,0.0
Jeremy Blake,2008,London,23585.899829542555,18869.432320961623,28303.554767002785,1.2499528028112423
Vanessa Beecroft,2008,London,35144.332540652016,23585.899829542555,35379.44345875348,1.490056889062649
Vanessa Beecroft,2008,London,35144.332540652016,23585.899829542555,35379.44345875348,1.490056889062649
Vanessa Beecroft,2008,London,52126.94037240541,14151.777383501392,18869.432320961623,3.6834200343161494
Vanessa Beecroft,2008,London,16215.528775725374,7075.888691750696,9434.122446041161,2.291659671203332
Thomas Ruff,2008,London,0.0,7075.888691750696,11792.356200331626,0.0
Thomas Ruff,2008,London,86092.15603591218,23585.899829542555,35379.44345875348,3.650153550282435
Thomas Ruff,2008,London,71939.1912235315,23585.899829542555,35379.44345875348,3.0500931367020825
Mark Handforth,2006,New York,144567.94642857142,25362.79761904762,38044.19642857143,5.699999997752614
Jim Lambie,2006,New York,182612.14285714287,76088.39285714286,101451.19047619047,2.3999999996845776
Wilhelm Sasnal,2006,New York,273918.2142857143,190220.98214285716,253627.97619047618,1.4399999999242987
Christopher Wool,2006,New York,389572.5714285715,126813.98809523809,190220.98214285716,3.0719999997577556
Ugo Rondinone,2006,New York,106523.75,76088.39285714286,101451.19047619047,1.3999999998160035
Richard Prince,2006,New York,943496.0714285715,1014511.9047619047,1521767.8571428573,0.9299999999908332
Tim Noble and Sue Webster,2006,New York,243482.85714285716,380441.9642857143,507255.95238095237,0.6399999999831775
Tom Friedman,2006,New York,1085527.738095238,1141325.892857143,1521767.8571428573,0.9511111111027776
Barnaby Furnas,2006,New York,251091.69642857145,253627.97619047618,254896.11607142858,0.9899999999609667
Cecily Brown,2006,New York,503197.9047619048,101451.19047619047,152176.7857142857,4.959999999511095
Karen Kilimnik,2006,New York,517401.0714285714,570662.9464285715,571931.0863095238,0.9066666666507787
Paul McCarthy,2006,New York,702042.2380952382,507255.95238095237,760883.9285714286,1.3839999999727162
Mike Kelley,2006,New York,3429050.2380952383,3804419.642857143,5072559.523809524,0.9013333333309641
Piotr Uklański,2006,New York,289135.89285714284,253627.97619047618,380441.9642857143,1.1399999999550523
Richard Prince,2006,New York,943496.0714285715,887697.9166666667,1141325.892857143,1.0628571428451696
Christopher Wool,2006,New York,2150765.2380952383,2789907.7380952383,2791175.8779761908,0.7709090909063278
Banks Violette,2006,New York,149133.25000000003,63406.994047619046,88769.79166666667,2.3519999996290633
Matthew Barney,2006,New York,0.0,126813.98809523809,190220.98214285716,0.0
Paul McCarthy,2006,New York,136959.10714285716,152176.7857142857,228265.17857142858,0.8999999999408584
Matthew Barney,2006,New York,197829.82142857142,228265.17857142858,278990.77380952385,0.8666666666286991
Mike Kelley,2006,New York,730448.5714285715,507255.95238095237,760883.9285714286,1.439999999971612
Charles Ray,2006,New York,2008733.5714285716,1902209.8214285716,2536279.761904762,1.0559999999944485
Cindy Sherman,2006,New York,228265.17857142858,126813.98809523809,190220.98214285716,1.7999999998580598
Maurizio Cattelan,2006,New York,588416.9047619047,190220.98214285716,253627.97619047618,3.0933333331707153
Wilhelm Sasnal,2006,New York,228265.17857142858,190220.98214285716,253627.97619047618,1.1999999999369155
Dirk Skreber,2006,New York,318556.7380952381,380441.9642857143,507255.95238095237,0.8373333333113238
Matthias Weischer,2006,New York,389572.5714285715,228265.17857142858,278990.77380952385,1.7066666665919001
Martin Kippenberger,2006,New York,0.0,443848.9583333334,570662.9464285715,0.0
Jack Pierson,2006,New York,446385.2380952381,190220.98214285716,253627.97619047618,2.3466666665433014
Richard Prince,2006,New York,2860923.5714285714,2536279.761904762,2537547.9017857146,1.1279999999955523
Fred Tomaselli,2006,New York,243482.85714285716,126813.98809523809,190220.98214285716,1.9199999998485973
Elizabeth Peyton,2006,New York,673635.9047619049,507255.95238095237,570662.9464285715,1.3279999999738201
Hernan Bas,2006,New York,213047.5,253627.97619047618,254896.11607142858,0.8399999999668807
Neo Rauch,2006,New York,417978.9047619048,507255.95238095237,760883.9285714286,0.8239999999837558
Albert Oehlen,2006,New York,346963.0714285715,228265.17857142858,278990.77380952385,1.519999999933411
Thomas Scheibitz,2006,New York,0.0,190220.98214285716,253627.97619047618,0.0
Thomas Struth,2006,New York,152176.7857142857,76088.39285714286,101451.19047619047,1.9999999997371478
Andreas Gursky,2006,New York,3144986.904761905,3170349.7023809524,4438489.583333333,0.991999999996871
Georg Baselitz,2006,New York,273918.2142857143,253627.97619047618,380441.9642857143,1.0799999999574181
Gilbert & George,2006,New York,304353.5714285714,190220.98214285716,253627.97619047618,1.5999999999158871
Anselm Kiefer,2006,New York,517401.0714285714,253627.97619047618,380441.9642857143,2.0399999999195675
Gerhard Richter,2006,New York,474791.5714285714,253627.97619047618,380441.9642857143,1.8719999999261911
Julian Schnabel,2006,New York,1042918.2380952382,507255.95238095237,760883.9285714286,2.0559999999594685
Ross Bleckner,2006,New York,121741.42857142858,101451.19047619047,152176.7857142857,1.1999999998817166
David Salle,2006,New York,0.0,317034.97023809527,443848.9583333334,0.0
Kenny Scharf,2006,New York,0.0,126813.98809523809,190220.98214285716,0.0
Alighiero Boetti,2006,New York,872480.2380952381,760883.9285714286,1014511.9047619047,1.1466666666515966
Joseph Beuys,2006,New York,0.0,253627.97619047618,380441.9642857143,0.0
Frank Stella,2006,New York,474791.5714285714,443848.9583333334,570662.9464285715,1.0697142856901847
Sol LeWitt,2006,New York,389572.5714285715,317034.97023809527,443848.9583333334,1.228799999961241
Agnes Martin,2006,New York,2292796.904761905,1521767.8571428573,2282651.785714286,1.5066666666567659
Dan Flavin,2006,New York,801464.4047619047,507255.95238095237,760883.9285714286,1.5799999999688519
Andy Warhol,2006,New York,1085527.738095238,634069.9404761905,887697.9166666667,1.7119999999729998
George Condo,2006,New York,289135.89285714284,50725.59523809524,76088.39285714286,5.699999998876306
Richard Prince,2006,New York,417978.9047619048,380441.9642857143,634069.9404761905,1.098666666637788
Qiu Shihua,2006,New York,175003.30357142858,101451.19047619047,152176.7857142857,1.7249999998299677
Rosemarie Trockel,2006,New York,136959.10714285716,76088.39285714286,101451.19047619047,1.7999999997634333
Daniel Richter,2006,New York,531604.2380952381,126813.98809523809,190220.98214285716,4.191999999669437
Elizabeth Peyton,2006,New York,0.0,253627.97619047618,380441.9642857143,0.0
Zhang Xiaogang,2006,New York,228265.17857142858,152176.7857142857,228265.17857142858,1.4999999999014306
Piotr Uklański,2006,New York,0.0,152176.7857142857,228265.17857142858,0.0
Damien Hirst,2006,New York,517401.0714285714,443848.9583333334,570662.9464285715,1.1657142856880218
Yang Shaobin,2006,New York,228265.17857142858,101451.19047619047,152176.7857142857,2.2499999997782187
Francesco Vezzoli,2006,New York,136959.10714285716,101451.19047619047,152176.7857142857,1.3499999998669312
Paul Pfeiffer,2006,New York,182612.14285714287,101451.19047619047,152176.7857142857,1.7999999998225749
Tom Friedman,2006,New York,103480.21428571429,152176.7857142857,153444.9255952381,0.6799999999553152
Charles LeDray,2006,New York,76088.39285714286,50725.59523809524,76088.39285714286,1.4999999997042912
Charles Ray,2006,New York,346963.0714285715,126813.98809523809,190220.98214285716,2.7359999997842515
Wayne Gonzales,2008,London,9647.859644315222,7124.573275802009,9499.43103440268,1.3541666647659683
Bjarne Melgaard,2008,London,7421.4304956270935,9499.43103440268,14249.146551604019,0.7812499991775823
Kelley Walker and Wade Guyton,2008,London,2968.572198250837,2374.85775860067,3562.2866379010047,1.2499999947365266
Vladimir Dubossarsky and Alexandre Vinogradov,2008,London,5195.001346938965,7124.573275802009,9499.43103440268,0.7291666656432135
Bharti Kher,2008,London,5640.287176676591,5937.144396501674,8312.002155102344,0.9499999983999043
Chris Vasell,2008,London,5640.287176676591,5937.144396501674,8312.002155102344,0.9499999983999043
Michael Lin,2008,London,4452.858297376256,2374.85775860067,3562.2866379010047,1.87499999210479
Beatriz Milhazes,2008,London,2523.2863685132115,2374.85775860067,3562.2866379010047,1.0624999955260477
Wang Du,2008,London,10390.00269387793,7124.573275802009,9499.43103440268,1.458333331286427
Sue Williams,2008,London,1410.6655086087978,1187.428879300335,1781.1433189505024,1.1879999899951903
Gillian Carnegie,2008,London,0.0,5937.144396501674,8312.002155102344,0.0
Andy Warhol,2008,London,1781.1433189505024,2374.85775860067,3562.2866379010047,0.749999996841916
Andy Warhol,2008,London,20780.00538775586,5937.144396501674,8312.002155102344,3.4999999941049103
Andy Warhol,2008,London,14100.717941691477,7124.573275802009,9499.43103440268,1.9791666638887226
Damien Hirst,2008,London,3562.2866379010047,2374.85775860067,3562.2866379010047,1.499999993683832
Vanessa Beecroft,2008,London,3859.1438577260883,2968.572198250837,4156.001077551172,1.2999999956207904
Philip-Lorca diCorcia,2008,London,0.0,5937.144396501674,8312.002155102344,0.0
Banksy,2008,London,16327.147090379605,9499.43103440268,14249.146551604019,1.718749998190681
Banksy,2008,London,1929.5719288630441,1424.914655160402,2137.371982740603,1.3541666571631734
Richard Prince,2008,London,11132.14574344064,8312.002155102344,10686.859913703014,1.3392857126744473
Karen Kilimnik,2008,London,11874.288793003348,7124.573275802009,9499.43103440268,1.6666666643273453
Jules de Balincourt,2008,London,5195.001346938965,2374.85775860067,3562.2866379010047,2.187499990788922
Erik Parker,2008,London,1187.428879300335,712.457327580201,949.9431034402679,1.6666666432734532
Justin Faunce,2008,London,4749.71551720134,2374.85775860067,3562.2866379010047,1.9999999915784428
Natasha Struchkova,2008,London,0.0,8312.002155102344,11874.288793003348,0.0
FAILE,2008,London,6234.001616326758,2374.85775860067,3562.2866379010047,2.624999988946706
Daan van Golden,2008,London,5640.287176676591,2374.85775860067,3562.2866379010047,2.374999989999401
Mark Grotjahn,2008,London,6679.287446064383,2374.85775860067,3562.2866379010047,2.812499988157185
Andy Warhol,2008,London,7421.4304956270935,4749.71551720134,7124.573275802009,1.5624999967103292
Nate Lowman,2008,London,1484.2860991254186,2374.85775860067,3562.2866379010047,0.6249999973682633
Dr. Lakra,2008,London,10390.00269387793,4749.71551720134,7124.573275802009,2.187499995394461
Andy Warhol,2008,London,1929.5719288630441,1187.428879300335,2374.85775860067,1.6249999863149698
Andy Warhol,2008,London,0.0,8312.002155102344,11874.288793003348,0.0
Albert Oehlen,2008,London,816.9510689586305,593.7144396501675,831.2002155102344,1.3759999768238755
Ed Ruscha,2008,London,2226.429148688128,2374.85775860067,3562.2866379010047,0.937499996052395
Ed Ruscha,2008,London,0.0,5937.144396501674,8312.002155102344,0.0
Rivane Neuenschwander,2008,London,7124.573275802009,3562.2866379010047,5937.144396501674,1.9999999943856286
Torben Giehler,2008,London,20780.00538775586,14249.146551604019,21373.71982740603,1.4583333323098802
Albert Oehlen,2008,London,2078.000538775586,2374.85775860067,3562.2866379010047,0.8749999963155687
Wayne Gonzales,2008,London,2968.572198250837,2374.85775860067,3562.2866379010047,1.2499999947365266
Gabriel Orozco,2008,London,3265.429418075921,1187.428879300335,2374.85775860067,2.7499999768407184
Marcel Dzama,2008,London,4156.001077551172,3562.2866379010047,5937.144396501674,1.1666666633916165
Peter Zimmermann,2008,London,4452.858297376256,3562.2866379010047,5937.144396501674,1.2499999964910178
FAILE,2008,London,5195.001346938965,1781.1433189505024,2374.85775860067,2.916666650291417
Daan van Golden,2008,London,4156.001077551172,2374.85775860067,3562.2866379010047,1.7499999926311374
Wim Delvoye,2008,London,4452.858297376256,3562.2866379010047,5937.144396501674,1.2499999964910178
Gary Simmons,2008,London,1039.000269387793,3562.2866379010047,5937.144396501674,0.2916666658479041
FAILE,2008,London,223.23662930846297,1187.428879300335,2374.85775860067,0.18799999841674728
Marcel Dzama,2008,London,5195.001346938965,3562.2866379010047,4749.71551720134,1.4583333292395209
Vladimir Dubossarsky and Alexandre Vinogradov,2008,London,2968.572198250837,2374.85775860067,3562.2866379010047,1.2499999947365266
Cameron Martin,2008,London,2523.2863685132115,593.7144396501675,831.2002155102344,4.249999928416766
Axel Hütte,2008,London,668.5224590460886,712.457327580201,949.9431034402679,0.9383333201629541
Bharti Kher,2008,London,668.5224590460886,1187.428879300335,1781.1433189505024,0.5629999952586634
Alex Katz,2008,London,4156.001077551172,712.457327580201,949.9431034402679,5.833333251457085
Nicole Eisenman,2008,London,3265.429418075921,2968.572198250837,4156.001077551172,1.099999996294515
Norbert Bisky,2008,London,12616.431842566059,3562.2866379010047,5937.144396501674,3.5416666567245505
Alexis Rockman,2008,London,11874.288793003348,3562.2866379010047,5937.144396501674,3.3333333239760474
Alexis Rockman,2008,London,2968.572198250837,3562.2866379010047,5937.144396501674,0.8333333309940119
Dr. Lakra,2008,London,1410.6655086087978,4749.71551720134,7124.573275802009,0.2969999993746994
Dr. Lakra,2008,London,816.9510689586305,1187.428879300335,1781.1433189505024,0.6879999942059688
Dr. Lakra,2008,London,742.1430495627093,1187.428879300335,2374.85775860067,0.6249999947365269
Harland Miller,2008,London,74.80801939592111,474.97155172013396,712.457327580201,0.15749999668401202
Os Gêmeos,2008,London,1039.000269387793,1187.428879300335,2374.85775860067,0.8749999926311376
Guillermo Kuitca,2008,London,7124.573275802009,3562.2866379010047,5937.144396501674,1.9999999943856286
Marcin Maciejowski,2008,London,2226.429148688128,2374.85775860067,3562.2866379010047,0.937499996052395
Pierpaolo Campanini,2008,London,3265.429418075921,2374.85775860067,3562.2866379010047,1.3749999942101794
Gillian Carnegie,2008,London,7421.4304956270935,2968.572198250837,4156.001077551172,2.499999991578443
Matt Johnson,2008,London,1262.236898696256,1187.428879300335,2374.85775860067,1.062999991047885
Eberhard Havekost,2008,London,26520.03659029368,16501.699135636754,23572.83811187025,1.6071094471084144
Thomas Scheibitz,2008,London,46440.3434694361,23572.83811187025,35360.444596684676,1.9700785806673822
David LaChapelle,2008,London,49268.7990599295,35360.444596684676,47146.8636526198,1.3933308703538057
Yoshitaka Amano,2008,London,86044.65888074017,28288.118191571877,42432.77100179747,3.0417243829233915
Natasha Struchkova,2008,London,227487.62469635817,47146.8636526198,70720.88919336935,4.825085000865514
Os Gêmeos,2008,London,54926.897669795595,58934.470137434226,82508.49567818377,0.931999516282864
Erik Parker,2008,London,114332.77707231206,35360.444596684676,47146.8636526198,3.2333523614886372
Rob Fischer,2008,London,312354.3541288324,47146.8636526198,70720.88919336935,6.625135371973454
Kevin Zucker,2008,London,77558.10468038068,70720.88919336935,117868.94027486845,1.0966788675033456
Wim Wenders,2008,London,71900.00607051459,35360.444596684676,47146.8636526198,2.033345645685754
Wim Wenders,2008,London,43610.7004500634,28288.118191571877,42432.77100179747,1.5416614190915003
Gregory Crewdson,2008,London,136963.98408289714,94294.91473411891,141442.965815618,1.4525065795389507
Candida Höfer,2008,London,136963.98408289714,94294.91473411891,141442.965815618,1.4525065795389507
Philip-Lorca diCorcia,2008,London,46440.3434694361,35360.444596684676,47146.8636526198,1.3133416162040235
Philip-Lorca diCorcia,2008,London,0.0,117868.94027486845,165016.99135636754,0.0
Sergey Bratkov,2008,London,35124.14624970391,14143.46538134629,18858.74546104792,2.483418686851293
Sergey Bratkov,2008,London,37953.78926907661,23572.83811187025,35360.444596684676,1.610064476447751
Ori Gersht,2008,London,170910.2008843351,23572.83811187025,35360.444596684676,7.250302233474771
Ori Gersht,2008,London,136963.98408289714,70720.88919336935,117868.94027486845,1.9366835686841415
Uta Barth,2008,London,0.0,94294.91473411891,141442.965815618,0.0
Tomoo Gokita,2019,London,0.0,79411.0,119117.0,0.0
Katharina Grosse,2019,London,0.0,79411.0,119117.0,0.0
Lesley Vance,2019,London,24816.0,19852.0,29779.0,1.2500503721287275
George Condo,2019,London,101051.0,59558.0,99264.0,1.6966822254446619
KAWS,2019,London,60551.0,49632.0,69485.0,1.2199991938225339
Math Bass,2019,London,91522.0,39705.0,59558.0,2.305049741265571
Eddie Peake,2019,London,96286.0,23823.0,35735.0,4.0417243823020925
Aaron Garber-Maikovska,2019,London,179669.0,138970.0,178676.0,1.2928617686340318
Oscar Murillo,2019,London,43874.0,39705.0,59558.0,1.1049993700780758
Korakrit Arunanondchai,2019,London,48639.0,9926.0,13897.0,4.900161187890227
Sanford Biggers,2019,London,21093.0,13897.0,19852.0,1.5178095981018855
Tal R,2019,London,62933.0,39705.0,59558.0,1.5850144814041014
Tal R,2019,London,115345.0,49632.0,69485.0,2.324004673935363
Gert and Uwe Tobias,2019,London,405992.0,238235.0,357352.0,1.7041660544544603
Gert and Uwe Tobias,2019,London,115345.0,59558.0,99264.0,1.9366835686328143
Shozo Shimamoto,2019,London,179669.0,99264.0,138970.0,1.8100116858266833
Ugo Rondinone,2019,London,0.0,13897.0,19852.0,0.0
