artist,sale_year,sale_location,sale_price_adj,low_est_adj,high_est_adj,performance
John Bauer,2019,London,1049000.0,300000.0,400000.0,3.496666666550111
Fredrik Værslev,2019,London,0.0,800000.0,1200000.0,0.0
Toby Ziegler,2019,London,481000.0,600000.0,800000.0,0.8016666666533057
Magnus Plessen,2019,London,2281000.0,2800000.0,3000000.0,0.8146428571399477
Oscar Murillo,2019,London,2673000.0,1500000.0,2000000.0,1.78199999998812
Gert and Uwe Tobias,2019,London,601000.0,500000.0,700000.0,1.2019999999759599
Jonas Lund,2019,London,3625000.0,1200000.0,1800000.0,3.0208333333081594
Jonas Lund,2019,London,0.0,800000.0,1200000.0,0.0
Ryan McGinness,2019,London,0.0,800000.0,1200000.0,0.0
Analia Saban,2019,London,1833000.0,1500000.0,2000000.0,1.2219999999918534
Sara Willett,2019,London,0.0,400000.0,600000.0,0.0
Francis Ruyter,2019,London,657000.0,600000.0,800000.0,1.0949999999817501
Matthew Brandt,2019,London,217000.0,100000.0,150000.0,2.1699999997829997
Barnaby Furnas,2019,London,265000.0,250000.0,350000.0,1.0599999999576
William Grob,2019,London,541000.0,500000.0,700000.0,1.08199999997836
Norbert Schwontkowski,2019,London,265000.0,150000.0,200000.0,1.766666666548889
Nam June Paik,2019,London,265000.0,250000.0,350000.0,1.0599999999576
Anton Henning,2019,London,175000.0,150000.0,200000.0,1.166666666588889
Gillian Ayres,2019,London,0.0,300000.0,500000.0,0.0
Raymond Pettibon,2019,London,241000.0,200000.0,300000.0,1.20499999993975
James Franco,2019,London,181000.0,200000.0,300000.0,0.90499999995475
Marcel Dzama,2019,London,361000.0,300000.0,500000.0,1.2033333332932221
Marcel Dzama,2019,London,0.0,800000.0,1200000.0,0.0
Matthias Dornfeld,2019,London,253000.0,50000.0,70000.0,5.059999998987999
Katy Moran,2019,London,0.0,1200000.0,1800000.0,0.0
Amadou Sanogo,2019,London,1441000.0,1000000.0,1500000.0,1.44099999998559
Keith Tyson,2019,London,0.0,300000.0,400000.0,0.0
Dirk Skreber,2019,London,205000.0,150000.0,200000.0,1.3666666665755556
David Kim Whittaker,2019,London,121000.0,120000.0,180000.0,1.0083333332493056
Roman Minin,2019,London,217000.0,200000.0,300000.0,1.08499999994575
Kenny Scharf,2019,London,169000.0,150000.0,200000.0,1.1266666665915557
Philippe Pasqua,2019,London,133000.0,100000.0,150000.0,1.329999999867
Niki de Saint Phalle,2019,London,313000.0,200000.0,300000.0,1.56499999992175
Bernard Aubertin,2019,London,241000.0,220000.0,280000.0,1.0954545454047522
César,2019,London,193000.0,150000.0,200000.0,1.286666666580889
Marcello Lo Giudice,2019,London,181000.0,150000.0,200000.0,1.2066666665862222
Matteo Negri,2019,London,241000.0,80000.0,120000.0,3.0124999996234374
Tano Festa,2019,London,133000.0,100000.0,150000.0,1.329999999867
Giorgio de Chirico,2019,London,205000.0,150000.0,250000.0,1.3666666665755556
Giorgio Morandi,2019,London,301000.0,350000.0,450000.0,0.8599999999754285
Wifredo Lam,2019,London,205000.0,150000.0,200000.0,1.3666666665755556
Andy Warhol,2019,London,481000.0,400000.0,600000.0,1.2024999999699375
Andy Warhol,2019,London,169000.0,120000.0,180000.0,1.4083333332159722
Andy Warhol,2019,London,61000.0,80000.0,120000.0,0.7624999999046874
Robert Cottingham,2019,London,32214.0,12885.0,19328.0,2.5001164124950592
Christo and Jeanne-Claude,2019,London,20134.0,2577.0,3865.0,7.812960776822037
Christo,2019,London,8053.0,6442.0,9020.0,1.2500776137068028
Georges Valmier,2019,London,70872.0,19328.0,25771.0,3.666804633864443
Sam Francis,2019,London,17718.0,6442.0,9020.0,2.7503880739671094
Sam Francis,2019,London,15301.0,5154.0,7731.0,2.9687621207435737
Callum Innes,2019,London,289932.0,38657.0,64429.0,7.500116406472277
André Butzer,2019,London,48322.0,25771.0,38657.0,1.8750533538182246
Fabrice Hyber,2019,London,88590.0,23194.0,28348.0,3.819522288600706
Wangechi Mutu,2019,London,40268.0,9020.0,11597.0,4.464301547157094
Raymond Pettibon,2019,London,49932.0,12885.0,19328.0,3.8752037222544016
John Currin,2019,London,24161.0,19328.0,25771.0,1.2500517377638392
Chris Johanson,2019,London,0.0,38657.0,51543.0,0.0
Mathew Cerletty,2019,London,289932.0,77315.0,103087.0,3.7500097000905375
Kati Heck,2019,London,43489.0,19328.0,25771.0,2.250051737246455
Markus Schinwald,2019,London,0.0,25771.0,38657.0,0.0
Katharina Fritsch,2019,London,273825.0,77315.0,103087.0,3.5416801392302037
Michael Bevilacqua,2019,London,25771.0,19328.0,25771.0,1.3333505787803444
Mathew Cerletty,2019,London,86979.0,90201.0,115973.0,0.9642797750618862
Tony Lewis,2019,London,64429.0,51543.0,77315.0,1.250004850076634
Tony Oursler,2019,London,306039.0,193288.0,257717.0,1.5833316087091114
Erik Bulatov,2019,London,46711.0,25771.0,38657.0,1.8125412278093433
Fred Eerdekens,2019,London,217449.0,103087.0,154630.0,2.109373635656351
Adam McEwen,2019,London,241610.0,103087.0,154630.0,2.3437484840626124
Alexander Shishkin-Hokusai,2019,London,96644.0,51543.0,77315.0,1.875016975753251
Ron Gorchov,2019,London,25771.0,12885.0,19328.0,2.0000776080713405
The Bruce High Quality Foundation,2019,London,120805.0,38657.0,64429.0,3.125048502696782
Neil Beloufa,2019,London,38657.0,25771.0,38657.0,1.5000194010709638
Vasily Klyukin,2019,London,6442.0,5154.0,7731.0,1.2499029855453958
Laurie Simmons,2019,London,17718.0,10308.0,15463.0,1.718859136865678
Mat Collishaw,2019,London,56375.0,38657.0,64429.0,1.4583387222344364
Kendell Geers,2019,London,88590.0,90201.0,115973.0,0.9821398874755113
Tim Noble and Sue Webster,2019,London,13691.0,12885.0,19328.0,1.0625533557915767
Jorge Eielson,2019,London,0.0,38657.0,64429.0,0.0
Alex Hartley,2019,London,0.0,25771.0,38657.0,0.0
Yudi Noor,2019,London,32214.0,15463.0,23194.0,2.0832956075255153
Huang Yan,2019,London,22550.0,12885.0,19328.0,1.750097010671248
Jiten Thukral and Sumir Tagra,2019,London,10469.0,7731.0,10308.0,1.3541585805792802
Liu Bolin,2019,London,19328.0,19328.0,25771.0,0.9999999994826159
Rajesh Ram,2019,London,27382.0,12885.0,19328.0,2.1251067115831535
Daniil Shumikhin,2019,London,17718.0,12885.0,19328.0,1.3750873097593423
Louis Ledebur,2019,London,13691.0,10308.0,15463.0,1.3281916944817698
Egor Zigura,2019,London,7248.0,5154.0,7731.0,1.4062863767825255
Yulia Lebedeva,2019,London,1530.0,5154.0,7731.0,0.2968568096684967
Tim Parchikov,2019,London,11275.0,12885.0,19328.0,0.875048505335624
Andres Serrano,2019,London,64429.0,51543.0,77315.0,1.250004850076634
Kang Hyung koo,2019,London,0.0,2577.0,3865.0,0.0
Xiao Hong,2019,London,24161.0,15463.0,23194.0,1.5625040408960071
McDermott and McGough,2019,London,16107.0,7731.0,10308.0,2.083430342667921
Russell Young,2019,London,17718.0,12885.0,19328.0,1.3750873097593423
David LaChapelle,2019,London,21744.0,6442.0,9020.0,3.375349265173317
Cindy Sherman,2019,London,59597.0,15463.0,23194.0,3.854168011476319
Cindy Sherman,2019,London,3221.0,1288.0,2577.0,2.5007763780995624
Vik Muniz,2019,London,32214.0,32214.0,45100.0,0.999999999689576
Bill Henson,2019,London,3221.0,2577.0,3865.0,1.2499029831202833
Shannon Ebner,2019,London,24161.0,7731.0,10308.0,3.1252101886881256
Gonkar Gyatso,2019,London,1369.0,1288.0,1932.0,1.0628881905055265
Mickalene Thomas,2019,London,0.0,9020.0,11597.0,0.0
Nobuyoshi Araki,2019,London,4832.0,3865.0,5154.0,1.2501940459244656
Nobuyoshi Araki,2019,London,62818.0,12885.0,19328.0,4.875281331101839
Sterling Ruby,2019,London,13691.0,5154.0,7731.0,2.6563833863865285
Cindy Sherman,2019,London,0.0,7731.0,10308.0,0.0
Ori Gersht,2019,London,16107.0,12885.0,19328.0,1.2500582062475296
David LaChapelle,2019,London,4510.0,6442.0,9020.0,0.7000931376900138
David LaChapelle,2019,London,1932.0,2577.0,3865.0,0.7497089610022935
Darren Almond,2019,London,564.0,5154.0,7731.0,0.10942956905426937
Laurie Simmons,2019,London,0.0,2577.0,3865.0,0.0
Marc Quinn,2019,London,0.0,3865.0,6442.0,0.0
Olafur Eliasson,2019,London,41879.0,12885.0,19328.0,3.2502134239424034
Andreas Gursky,2019,London,14496.0,12885.0,19328.0,1.1250291027357167
Andreas Gursky,2019,London,0.0,12885.0,19328.0,0.0
Gerhard Richter,2019,London,0.0,2577.0,3865.0,0.0
Tiago Francez,2019,London,6442.0,12885.0,19328.0,0.49996119480018536
SEEN (Richard Mirando),2019,London,3543.0,2577.0,3865.0,1.3748544766206654
Swoon,2019,London,27382.0,5154.0,7731.0,5.312766772773057
D*face,2019,London,6442.0,9020.0,11597.0,0.7141906865696334
Invader,2019,London,0.0,12885.0,19328.0,0.0
KAWS,2019,London,3221.0,2577.0,3865.0,1.2499029831202833
Stanley Casselman,2019,London,0.0,12885.0,19328.0,0.0
Jeff Koons,2019,London,3221.0,7731.0,10308.0,0.4166343287845889
Sheng Qi,2019,London,4026.0,2577.0,3865.0,1.5622817168712388
Ren Rong,2019,London,0.0,12885.0,19328.0,0.0
Miao Xiaochun,2019,London,2577.0,5154.0,7731.0,0.49999999902987974
Li Wei,2019,London,805.0,1288.0,2577.0,0.6249999951475156
Parker Ito,2019,London,5154.0,3865.0,5154.0,1.3335058180245645
Parker Ito,2019,London,10469.0,6442.0,9020.0,1.6251164209482825
Sam Falls,2019,London,2738.0,2577.0,3865.0,1.0624757428697098
Jon Rafman,2019,London,24161.0,3865.0,6442.0,6.251228961833819
Jon Rafman,2019,London,0.0,25771.0,38657.0,0.0
Verne Dawson,2019,London,61207.0,19328.0,25771.0,3.1667528957125657
Inka Essenhigh,2019,London,0.0,51543.0,77315.0,0.0
Hiroshi Sugito,2019,London,15301.0,10308.0,15463.0,1.4843810618118152
Julia Jacquette,2019,London,4832.0,3865.0,5154.0,1.2501940459244656
Matt Sheridan Smith,2019,London,0.0,3865.0,5154.0,0.0
Banks Violette,2008,London,0.0,6120.008443913926,9180.012665870889,0.0
Rudolf Stingel,2008,London,16257.088786500886,12240.016887827853,18361.212760621078,1.328191694685153
Cindy Sherman,2008,London,0.0,3060.004221956963,4589.412618495795,0.0
Christopher Wool,2008,London,0.0,4589.412618495795,7649.416840452758,0.0
Yan Pei-Ming,2008,London,7649.416840452758,3060.004221956963,4589.412618495795,2.4998059677717275
Rudolf Stingel,2008,London,34427.12549755461,15300.021109784817,22950.625379116875,2.250135815370613
Richard Prince and Cindy Sherman,2008,London,3824.708420226379,4589.412618495795,7649.416840452758,0.8333764535528261
Jeff Koons,2008,London,15300.021109784817,7649.416840452758,10710.608491289022,2.000155228679848
Rudolf Stingel,2008,London,18168.849282174426,22950.625379116875,30601.22964844893,0.7916494201848655
Damien Hirst,2008,London,0.0,9180.012665870889,12240.016887827853,0.0
Anish Kapoor,2008,London,26776.521228222555,30601.22964844893,45902.438187113046,0.8750145509538247
Dan Flavin,2008,London,12431.192937395206,12240.016887827853,18361.212760621078,1.0156189359184038
Franz Gertsch,2008,London,955.8802478367696,3060.004221956963,4589.412618495795,0.31237873394229126
James Turrell,2008,London,3251.180271524317,3060.004221956963,4589.412618495795,1.0624757435204888
Zhang Xiaogang,2008,London,6120.008443913926,4589.412618495795,7649.416840452758,1.3335058185691604
Subodh Gupta,2008,London,5355.304245644511,3060.004221956963,4589.412618495795,1.7500970063102284
Christopher Wool,2008,London,5737.656344779219,4589.412618495795,7649.416840452758,1.2501940464350374
Franz West,2008,London,8032.9563684667655,3060.004221956963,4589.412618495795,2.625145509465342
Damien Hirst,2008,London,7649.416840452758,9180.012665870889,12240.016887827853,0.8332686577393069
Richard Prince,2008,London,30601.22964844893,12240.016887827853,18361.212760621078,2.5000970099869315
Paul McCarthy,2008,London,30601.22964844893,27541.22542649197,38251.83391778099,1.1111063201967213
Banksy,2008,London,1911.7604956735393,1529.4083965388313,3060.004221956963,1.2499999918269051
Andy Warhol,2008,London,38251.83391778099,30601.22964844893,45902.438187113046,1.250009700418027
Robert Indiana,2008,London,34427.12549755461,30601.22964844893,45902.438187113046,1.125024251698636
Andy Warhol,2008,London,65029.54257488284,45902.438187113046,61203.646725777166,1.4166903791827938
Ed Ruscha,2008,London,4207.060519361086,4589.412618495795,7649.416840452758,0.9166882256869489
Willem de Kooning,2008,London,21038.864883443333,22950.625379116875,30601.22964844893,0.9167011585409741
Damien Hirst,2008,London,5737.656344779219,4589.412618495795,6120.008443913926,1.2501940464350374
Jean-Michel Basquiat,2008,London,5737.656344779219,6120.008443913926,9180.012665870889,0.9375242514754727
Damien Hirst,2008,London,2294.112594808247,3060.004221956963,4589.412618495795,0.7497089614614991
Tom Friedman,2008,London,0.0,15300.021109784817,22950.625379116875,0.0
Takashi Murakami,2008,London,0.0,15300.021109784817,22950.625379116875,0.0
Andy Warhol,2008,London,0.0,22950.625379116875,30601.22964844893,0.0
George Condo,2008,London,0.0,15300.021109784817,22950.625379116875,0.0
Albert Oehlen,2008,London,19125.916958890495,15300.021109784817,22950.625379116875,1.2500582064006645
Zeng Fanzhi,2008,London,11475.312689558437,9180.012665870889,12240.016887827853,1.250032335981475
Anselm Kiefer,2008,London,0.0,9180.012665870889,12240.016887827853,0.0
Albert Oehlen,2008,London,21038.864883443333,15300.021109784817,22950.625379116875,1.3750873099277936
Georg Baselitz,2008,London,15300.021109784817,12240.016887827853,18361.212760621078,1.2499999989787596
Gerhard Richter,2008,London,0.0,10710.608491289022,13770.612713245984,0.0
Lucio Fontana,2008,London,13388.260614111277,10710.608491289022,13770.612713245984,1.249999998832933
Sean Scully,2008,London,0.0,12240.016887827853,18361.212760621078,0.0
Paula Rego,2008,London,11475.312689558437,9180.012665870889,12240.016887827853,1.250032335981475
Hans Hartung,2008,London,7267.0647413180495,1529.4083965388313,3060.004221956963,4.751552763963143
Zeng Fanzhi,2008,London,6120.008443913926,3060.004221956963,4589.412618495795,1.999999993464061
Simon Faibisovich,2008,London,0.0,12240.016887827853,18361.212760621078,0.0
Yan Pei-Ming,2008,London,8606.484517168827,9180.012665870889,12240.016887827853,0.9375242519861061
Sam Francis,2008,London,15300.021109784817,9180.012665870889,12240.016887827853,1.6666666648511284
Josef Albers,2008,London,3633.5323706590248,1529.4083965388313,3060.004221956963,2.3757763819815714
Sol LeWitt,2008,London,14344.140861948046,15300.021109784817,22950.625379116875,0.9375242523946128
Josef Albers,2008,London,10519.432441721667,1529.4083965388313,3060.004221956963,6.878105545089785
Dirk Skreber,2008,London,4589.412618495795,4589.412618495795,7649.416840452758,0.999999997821072
Franz Ackermann,2008,London,955.8802478367696,3060.004221956963,4589.412618495795,0.31237873394229126
Albert Oehlen and Jonathan Meese,2008,London,860.8859374927429,4589.412618495795,7649.416840452758,0.18758085340757494
Jonathan Meese,2008,London,6693.536592615988,1529.4083965388313,3060.004221956963,4.376552766415071
Matthias Weischer,2008,London,24863.573303669713,15300.021109784817,22950.625379116875,1.6250679073585097
Gregor Schneider,2008,London,15300.021109784817,12240.016887827853,18361.212760621078,1.2499999989787596
Martin Eder,2008,London,21038.864883443333,15300.021109784817,22950.625379116875,1.3750873099277936
Franz Ackermann,2008,London,19125.916958890495,10710.608491289022,13770.612713245984,1.7856984462263457
Eberhard Havekost,2008,London,2868.8281723896093,4589.412618495795,7649.416840452758,0.6250970232175187
Tom Friedman,2008,London,1529.4083965388313,1223.051745679345,1835.7650473983178,1.2504854266688987
Damien Hirst,2008,London,26776.521228222555,7649.416840452758,10710.608491289022,3.500465689307766
Gilbert & George,2008,London,478.533838358035,4589.412618495795,7649.416840452758,0.104269081273452
Tim Noble and Sue Webster,2008,London,0.0,9180.012665870889,12240.016887827853,0.0
Damien Hirst,2008,London,14344.140861948046,9180.012665870889,12240.016887827853,1.5625404199768436
Mona Hatoum,2008,London,3824.708420226379,7649.416840452758,10710.608491289022,0.4999999993463554
Sam Taylor-Johnson,2008,London,5737.656344779219,9180.012665870889,12240.016887827853,0.6250161679907374
Grayson Perry,2008,London,34427.12549755461,7649.416840452758,10710.608491289022,4.500620919294903
Jörg Immendorff,2008,London,0.0,22950.625379116875,30601.22964844893,0.0
Oleg Vassiliev,2008,London,21038.864883443333,12240.016887827853,18361.212760621078,1.7188591371288833
FAILE,2008,London,1052.0619870600967,3060.004221956963,4589.412618495795,0.3438106313948696
Vik Muniz,2008,London,860.8859374927429,7649.416840452758,10710.608491289022,0.11254268845889713
Francesco Clemente,2008,London,1720.5844461061854,2294.112594808247,3824.708420226379,0.749999996730762
Beatriz Milhazes,2008,London,7649.416840452758,12240.016887827853,18361.212760621078,0.6249514934746736
Wang Guangyi,2008,London,0.0,22950.625379116875,30601.22964844893,0.0
Li Shan,2008,London,191.1760495673539,3060.004221956963,4589.412618495795,0.06247574678845825
Ed Ruscha,2008,London,4207.060519361086,3060.004221956963,4589.412618495795,1.37485447746278
Andy Warhol,2008,London,3824.708420226379,4589.412618495795,7649.416840452758,0.8333764535528261
Wilhelm Sasnal,2008,London,6120.008443913926,1529.4083965388313,3060.004221956963,4.001552768867
Sylvie Fleury,2008,London,12431.192937395206,10710.608491289022,13770.612713245984,1.1606430144374256
Jack Pierson,2008,London,16257.088786500886,12240.016887827853,18361.212760621078,1.328191694685153
Ugo Rondinone,2008,London,15300.021109784817,18361.212760621078,27541.22542649197,0.8332794407930215
Zhang Xiaogang,2008,London,0.0,38251.83391778099,53553.04245644511,0.0
Luc Tuymans,2008,London,12431.192937395206,9180.012665870889,12240.016887827853,1.3541585808557595
Jeremy Deller,2008,London,11475.312689558437,9180.012665870889,12240.016887827853,1.250032335981475
Elmgreen & Dragset,2008,London,0.0,22950.625379116875,30601.22964844893,0.0
Gavin Turk,2008,London,0.0,18361.212760621078,24481.221204535002,0.0
Anselm Reyle,2008,London,11475.312689558437,15300.021109784817,22950.625379116875,0.7500194019156903
Paul McCarthy,2008,London,19125.916958890495,15300.021109784817,22950.625379116875,1.2500582064006645
Richard Prince,2008,London,19125.916958890495,15300.021109784817,22950.625379116875,1.2500582064006645
Banks Violette,2008,London,16257.088786500886,7649.416840452758,10710.608491289022,2.125271651987256
Titus Kaphar,2020,New York,187500,40000,60000,4.687499998828125
Matthew Wong,2020,New York,848000,60000,80000,14.133333330977777
Lucas Arruda,2020,New York,350000,80000,120000,4.374999999453125
Helen Frankenthaler,2020,New York,3020000,600000,800000,5.033333333249445
Joan Mitchell,2020,New York,11062500,9500000,12500000,1.1644736842093004
Christina Quarles,2020,New York,400000,70000,100000,5.714285713469388
Francis Picabia,2020,New York,350000,250000,350000,1.399999999944
KAWS,2020,New York,1380000,1200000,1800000,1.1499999999904167
Robert Nava,2020,New York,162500,40000,60000,4.062499998984375
Jean-Michel Basquiat,2020,New York,9250000,8000000,12000000,1.1562499999985547
George Condo,2020,New York,1050000,900000,1200000,1.1666666666537038
Banksy,2020,New York,2000000,1800000,2500000,1.1111111111049383
Maxfield Parrish,2020,New York,740000,400000,600000,1.84999999995375
Otis Kwame Kye Quaicoe,2020,New York,250000,20000,30000,12.49999999375
Charles White,2020,New York,800000,700000,1000000,1.1428571428408163
Ali Banisadr,2020,New York,572000,400000,600000,1.4299999999642499
Gerhard Richter,2020,New York,3680000,2000000,3000000,1.8399999999907999
Albert Oehlen,2020,New York,560000,600000,800000,0.9333333333177778
Thomas Struth,2020,New York,400000,300000,500000,1.3333333332888888
David Hammons,2020,New York,181250,150000,200000,1.208333333252778
Julio González,2020,New York,920000,500000,700000,1.8399999999632
Amoako Boafo,2020,New York,668000,50000,70000,13.359999997328
Fernando Botero,2020,New York,1004000,800000,1200000,1.2549999999843127
Donald Judd,2020,New York,680000,550000,750000,1.2363636363411572
Sturtevant,2020,New York,620000,400000,600000,1.54999999996125
Kader Attia,2008,London,1243.2380366274508,3060.004221956963,4589.412618495795,0.40628637818332797
John M. Armleder,2008,London,1052.0619870600967,3060.004221956963,4589.412618495795,0.3438106313948696
Banks Violette,2008,London,955.8802478367696,4589.412618495795,7649.416840452758,0.20827943033530735
Ugo Rondinone,2008,London,1911.7604956735393,3060.004221956963,4589.412618495795,0.6247574678845825
Terence Koh,2008,London,3060.004221956963,3060.004221956963,4589.412618495795,0.9999999967320305
Richard Prince,2008,London,2868.8281723896093,3060.004221956963,4589.412618495795,0.9375242499435724
Jake and Dinos Chapman,2008,London,4971.764717630502,3060.004221956963,4589.412618495795,1.624757464616613
Takashi Murakami,2008,London,7649.416840452758,4589.412618495795,6120.008443913926,1.6667529071056522
Olafur Eliasson,2008,London,7267.0647413180495,4589.412618495795,6120.008443913926,1.583441134971529
Bill Viola,2008,London,49728.33403621873,7649.416840452758,10710.608491289022,6.5009313792691765
Jim Lambie,2008,London,18168.849282174426,7649.416840452758,10710.608491289022,2.375194036013221
Rashid Rana,2008,London,21038.864883443333,9180.012665870889,12240.016887827853,2.29181218221438
Ron Arad,2008,London,3824.708420226379,6120.008443913926,9180.012665870889,0.624951492964093
Anselm Reyle,2008,London,1052.0619870600967,1529.4083965388313,2294.112594808247,0.6878881942600236
Tim Noble and Sue Webster,2008,London,480864.76124810154,117141.04637185734,163996.98994904855,4.1050065378498894
Marlene Dumas,2008,London,0.0,234282.0927437147,351424.3265444513,0.0
John M. Armleder,2008,London,1183714.6017658836,702848.6530889026,937131.9332614966,1.6841671340576863
Richard Phillips,2008,London,1071259.1497517454,819989.69946076,1054272.979633354,1.3064300081368834
Damien Hirst,2008,London,0.0,585706.419288166,819989.69946076,0.0
Zaha Hadid,2008,London,902575.3780160983,702848.6530889026,1171414.0260052113,1.2841674719537248
Mark Grotjahn,2008,London,565207.8345448043,351424.3265444513,468565.37291630864,1.6083344032736686
Ugo Rondinone,2008,London,0.0,937131.9332614966,1405697.3061778052,0.0
Gary Hume,2008,London,846347.0582945895,702848.6530889026,937131.9332614966,1.2041668637522371
Ed Ruscha,2008,London,3770199.497522097,3514244.4528733925,5857074.879741574,1.072833591422104
Donald Judd,2008,London,986917.2638839218,937131.9332614966,1054272.979633354,1.053125209850257
Andy Warhol,2008,London,986917.2638839218,819989.69946076,1054272.979633354,1.2035727577076891
Joan Mitchell,2008,London,0.0,3514244.4528733925,4685659.666307483,0.0
Lisa Yuskavage,2008,London,284067.4233661398,351424.3265444513,468565.37291630864,0.8083317001736506
George Condo,2008,London,0.0,2342829.239439302,3514244.4528733925,0.0
Keith Haring,2008,London,284067.4233661398,117141.04637185734,163996.98994904855,2.425003294235007
Zhang Xiaogang,2008,London,0.0,585706.419288166,702848.6530889026,0.0
Andy Warhol,2008,London,846347.0582945895,468565.37291630864,702848.6530889026,1.8062518214031462
Jean-Michel Basquiat,2008,London,537093.0809696103,468565.37291630864,702848.6530889026,1.1462500474914072
Andy Warhol,2008,London,1183714.6017658836,937131.9332614966,1405697.3061778052,1.2631248170506528
Mohammad Ehsai,2008,London,0.0,3514244.4528733925,4685659.666307483,0.0
Albert Oehlen,2008,London,565207.8345448043,468565.37291630864,702848.6530889026,1.2062518214159512
Marlene Dumas,2008,London,0.0,585706.419288166,819989.69946076,0.0
Matthias Weischer,2008,London,1618543.9327923902,1405697.3061778052,1874263.8665229932,1.151417112110584
Michaël Borremans,2008,London,5869375.4555022465,5154226.226652671,6559924.720259355,1.1387500659439682
Michael Raedecker,2008,London,0.0,1874263.8665229932,2811395.79978449,0.0
Jitish Kallat,2008,London,8230948.259801304,3514244.4528733925,5857074.879741574,2.342167248225409
Paul McCarthy,2008,London,790118.7385730807,702848.6530889026,937131.9332614966,1.1241662555507492
Tim Noble and Sue Webster,2008,London,3245405.8048842796,2342829.239439302,3514244.4528733925,1.3852506833349638
Komar and Melamid,2008,London,1933420.3858608566,1639980.5863503993,2108547.1466955873,1.178928825097672
Andy Warhol,2008,London,0.0,351424.3265444513,585706.419288166,0.0
Eric Fischl,2008,London,508979.5148232956,468565.37291630864,702848.6530889026,1.0862508077466126
Gilbert & George,2008,London,0.0,1874263.8665229932,2811395.79978449,0.0
Grayson Perry,2008,London,270010.64029298245,234282.0927437147,351424.3265444513,1.1525022553764996
Maxim Kantor,2008,London,368409.3092339633,163996.98994904855,210854.12095511908,2.2464394579800415
Paul Guiragossian,2008,London,1183714.6017658836,937131.9332614966,1405697.3061778052,1.2631248170506528
Farghali Abdel Hafiz,2008,London,1592304.1294176115,937131.9332614966,1405697.3061778052,1.6991248221143531
Zeng Fanzhi,2008,London,227839.10364463108,187426.14916652345,281139.2237497852,1.215620683910256
Andy Warhol,2008,London,565207.8345448043,468565.37291630864,702848.6530889026,1.2062518214159512
Yue Minjun,2008,London,0.0,468565.37291630864,702848.6530889026,0.0
Yan Pei-Ming,2008,London,0.0,819989.69946076,1054272.979633354,0.0
Anish Kapoor,2008,London,1071259.1497517454,937131.9332614966,1405697.3061778052,1.1431252225201793
Wilhelm Sasnal,2008,London,0.0,819989.69946076,1054272.979633354,0.0
Anselm Kiefer,2008,London,0.0,1054272.979633354,1288556.259805948,0.0
Juan Muñoz,2008,London,5082183.729116641,4685659.666307483,7028490.093175665,1.0846250242307487
Sir David Adjaye,2008,London,255953.8572198251,187426.14916652345,281139.2237497852,1.3656251187168138
Antony Gormley,2008,London,0.0,585706.419288166,819989.69946076,0.0
Joseph Kosuth,2008,London,0.0,1054272.979633354,1288556.259805948,0.0
Anselm Reyle,2008,London,0.0,585706.419288166,819989.69946076,0.0
Johanna Grawunder,2008,London,0.0,421709.4293391174,585706.419288166,0.0
Francesco Vezzoli,2008,London,171611.9713520016,117141.04637185734,163996.98994904855,1.4650028888471722
Subodh Gupta,2008,London,424637.6289554721,234282.0927437147,351424.3265444513,1.8125057018415216
Richard Prince,2008,London,0.0,351424.3265444513,468565.37291630864,0.0
Maurizio Cattelan,2008,London,0.0,93713.07458326172,140569.01816045295,0.0
Dr. Ahmed Moustafa,2008,London,0.0,187426.14916652345,281139.2237497852,0.0
Michel Majerus,2008,London,241897.07414666773,163996.98994904855,210854.12095511908,1.4750092316149919
Makoto Aida,2008,London,115383.65163049285,93713.07458326172,140569.01816045295,1.2312439019985937
Rachel Harrison,2008,New York,74214.30495627093,83120.02155102344,106868.59913703013,0.892857142749725
Terence Koh,2008,New York,145460.03771429101,94994.31034402679,142491.4655160402,1.531249999838806
Wade Guyton,2008,New York,159709.18426589505,106868.59913703013,142491.4655160402,1.494444444304605
Christopher Wool,2008,New York,0.0,356228.6637901005,474971.551720134,0.0
Matthew Barney,2008,New York,102712.59805947897,59371.44396501675,83120.02155102344,1.729999999708614
Richard Prince,2008,New York,0.0,142491.4655160402,213737.19827406027,0.0
Kendell Geers,2008,New York,66792.87446064384,71245.7327580201,94994.31034402679,0.9374999998684131
Richard Prince,2008,New York,159709.18426589505,213737.19827406027,261234.35344607368,0.7472222221872624
Mark Grotjahn,2008,New York,0.0,474971.551720134,712457.327580201,0.0
Dan Flavin,2008,New York,287951.50323033123,356228.6637901005,474971.551720134,0.8083333333106419
Mark Grotjahn,2008,New York,544436.1411592036,534342.9956851507,771828.7715452177,1.0188888888698209
Donald Judd,2008,New York,0.0,712457.327580201,949943.103440268,0.0
Robert Indiana,2008,New York,0.0,474971.551720134,712457.327580201,0.0
Anish Kapoor,2008,New York,929163.098052512,593714.4396501675,831200.2155102345,1.5649999999736406
Donald Judd,2008,New York,3821739.848028128,4749715.51720134,7124573.27580201,0.8046249999983061
Ugo Rondinone,2008,New York,0.0,142491.4655160402,213737.19827406027,0.0
Damien Hirst,2008,New York,0.0,3562286.637901005,4749715.51720134,0.0
Damien Hirst,2008,New York,138335.46443848903,83120.02155102344,106868.59913703013,1.6642857140854876
Anselm Reyle,2008,New York,0.0,356228.6637901005,474971.551720134,0.0
